311.864, 129.494, 3.549,  3.620 False
311.744, 129.494, 3.582,  3.653 False
311.624, 129.494, 3.615,  3.686 False
311.503, 129.494, 3.648,  3.719 False
311.380, 129.494, 3.681,  3.752 False
311.257, 129.494, 3.714,  3.785 False
311.132, 129.494, 3.747,  3.818 False
311.007, 129.494, 3.781,  3.851 False
310.880, 129.494, 3.814,  3.884 False
310.752, 129.494, 3.846,  3.917 False
310.623, 129.494, 3.879,  3.950 False
310.493, 129.494, 3.911,  3.983 False
310.362, 129.495, 3.942,  4.016 False
310.229, 129.495, 3.974,  4.049 False
310.096, 129.495, 4.005,  4.082 False
309.962, 129.495, 4.036,  4.115 False
309.827, 129.495, 4.067,  4.148 False
309.690, 129.495, 4.098,  4.181 False
309.553, 129.495, 4.130,  4.214 False
309.414, 129.495, 4.161,  4.247 False
309.275, 129.495, 4.192,  4.280 False
309.134, 129.495, 4.224,  4.313 False
308.993, 129.495, 4.255,  4.346 False
308.850, 129.495, 4.287,  4.379 False
308.707, 129.495, 4.318,  4.412 False
308.562, 129.495, 4.350,  4.445 False
308.416, 129.495, 4.382,  4.478 False
308.269, 129.495, 4.413,  4.511 False
308.121, 129.495, 4.444,  4.544 False
307.972, 129.496, 4.475,  4.577 False
307.822, 129.496, 4.506,  4.610 False
307.672, 129.496, 4.537,  4.643 False
307.520, 129.496, 4.568,  4.676 False
307.366, 129.496, 4.599,  4.709 False
307.212, 129.496, 4.630,  4.742 False
307.057, 129.496, 4.661,  4.775 False
306.901, 129.496, 4.691,  4.808 False
306.744, 129.496, 4.722,  4.841 False
306.586, 129.498, 4.751,  4.874 False
306.427, 129.500, 4.781,  4.907 False
306.267, 129.504, 4.812,  4.940 False
306.106, 129.506, 4.844,  4.973 False
305.943, 129.510, 4.874,  5.006 False
305.780, 129.514, 4.906,  5.039 False
305.616, 129.519, 4.937,  5.072 False
305.451, 129.522, 4.968,  5.105 False
305.284, 129.527, 4.999,  5.138 False
305.117, 129.533, 5.029,  5.171 False
304.949, 129.539, 5.060,  5.204 False
304.779, 129.544, 5.091,  5.237 False
304.609, 129.550, 5.121,  5.270 False
304.438, 129.557, 5.151,  5.303 False
304.265, 129.564, 5.177,  5.336 False
304.093, 129.572, 5.188,  5.369 False
303.920, 129.580, 5.183,  5.402 False
303.748, 129.588, 5.182,  5.435 False
303.575, 129.596, 5.192,  5.468 False
303.402, 129.603, 5.210,  5.501 False
303.228, 129.611, 5.236,  5.534 False
303.053, 129.618, 5.267,  5.567 False
302.877, 129.627, 5.303,  5.600 False
302.699, 129.635, 5.342,  5.633 False
302.520, 129.643, 5.382,  5.666 False
302.340, 129.652, 5.423,  5.699 False
302.158, 129.660, 5.463,  5.732 False
301.975, 129.668, 5.504,  5.765 False
301.790, 129.677, 5.544,  5.798 False
301.605, 129.686, 5.583,  5.831 False
301.418, 129.696, 5.622,  5.864 False
301.230, 129.705, 5.660,  5.897 False
301.040, 129.715, 5.697,  5.930 False
300.850, 129.726, 5.733,  5.963 False
300.658, 129.738, 5.769,  5.996 False
300.465, 129.749, 5.805,  6.029 False
300.271, 129.759, 5.840,  6.062 False
300.076, 129.770, 5.874,  6.095 False
299.880, 129.781, 5.908,  6.128 False
299.682, 129.792, 5.942,  6.161 False
299.484, 129.803, 5.976,  6.194 False
299.284, 129.815, 6.009,  6.227 False
299.084, 129.826, 6.042,  6.260 False
298.882, 129.837, 6.075,  6.293 False
298.679, 129.849, 6.109,  6.326 False
298.475, 129.861, 6.142,  6.359 False
298.270, 129.873, 6.175,  6.392 False
298.063, 129.885, 6.207,  6.425 False
297.856, 129.898, 6.239,  6.458 False
297.648, 129.910, 6.270,  6.491 False
297.438, 129.922, 6.303,  6.524 False
297.228, 129.935, 6.334,  6.557 False
297.017, 129.947, 6.366,  6.590 False
296.804, 129.960, 6.397,  6.623 False
296.590, 129.972, 6.430,  6.656 False
296.376, 129.985, 6.461,  6.689 False
296.160, 129.998, 6.493,  6.722 False
295.943, 130.011, 6.524,  6.755 False
295.725, 130.024, 6.555,  6.788 False
295.507, 130.037, 6.586,  6.821 False
295.287, 130.050, 6.617,  6.854 False
295.066, 130.063, 6.648,  6.887 False
294.844, 130.076, 6.679,  6.920 False
294.621, 130.090, 6.709,  6.953 False
294.397, 130.103, 6.739,  6.986 False
294.172, 130.117, 6.768,  7.019 False
293.946, 130.131, 6.798,  7.052 False
293.720, 130.144, 6.827,  7.085 False
293.492, 130.158, 6.857,  7.118 False
293.263, 130.172, 6.886,  7.151 False
293.033, 130.186, 6.916,  7.184 False
292.802, 130.200, 6.945,  7.217 False
292.571, 130.214, 6.975,  7.250 False
292.338, 130.228, 7.004,  7.283 False
292.104, 130.242, 7.034,  7.316 False
291.869, 130.256, 7.063,  7.349 False
291.634, 130.270, 7.093,  7.382 False
291.397, 130.284, 7.121,  7.415 False
291.160, 130.300, 7.150,  7.448 False
290.921, 130.315, 7.180,  7.481 False
290.681, 130.330, 7.210,  7.514 False
290.441, 130.345, 7.239,  7.547 False
290.199, 130.360, 7.269,  7.580 False
289.957, 130.375, 7.298,  7.613 False
289.713, 130.390, 7.328,  7.646 False
289.469, 130.405, 7.357,  7.679 False
289.223, 130.420, 7.387,  7.712 False
288.977, 130.435, 7.415,  7.745 False
288.729, 130.450, 7.445,  7.778 False
288.481, 130.465, 7.473,  7.811 False
288.231, 130.480, 7.503,  7.844 False
287.981, 130.495, 7.531,  7.877 False
287.730, 130.510, 7.561,  7.910 False
287.478, 130.525, 7.589,  7.943 False
287.224, 130.540, 7.618,  7.976 False
286.970, 130.555, 7.647,  8.009 False
286.715, 130.570, 7.676,  8.042 False
286.459, 130.585, 7.705,  8.075 False
286.202, 130.600, 7.735,  8.108 False
285.943, 130.615, 7.764,  8.141 False
285.684, 130.629, 7.794,  8.174 False
285.424, 130.644, 7.823,  8.207 False
285.163, 130.659, 7.853,  8.240 False
284.901, 130.674, 7.881,  8.273 False
284.638, 130.687, 7.911,  8.306 False
284.374, 130.701, 7.940,  8.339 False
284.109, 130.714, 7.970,  8.372 False
283.843, 130.727, 7.999,  8.405 False
283.576, 130.739, 8.029,  8.438 False
283.308, 130.751, 8.059,  8.471 False
283.038, 130.763, 8.089,  8.504 False
282.768, 130.774, 8.118,  8.537 False
282.497, 130.784, 8.148,  8.570 False
282.225, 130.794, 8.177,  8.603 False
281.952, 130.804, 8.207,  8.636 False
281.678, 130.813, 8.232,  8.669 False
281.403, 130.823, 8.253,  8.702 False
281.128, 130.831, 8.268,  8.735 False
280.852, 130.840, 8.281,  8.768 False
280.576, 130.848, 8.291,  8.801 False
280.300, 130.856, 8.300,  8.834 False
280.023, 130.863, 8.307,  8.867 False
279.746, 130.870, 8.313,  8.900 False
279.469, 130.877, 8.318,  8.933 False
279.192, 130.882, 8.322,  8.966 False
278.915, 130.887, 8.326,  8.999 False
278.637, 130.893, 8.330,  9.032 False
278.360, 130.898, 8.333,  9.065 False
278.082, 130.903, 8.335,  9.098 False
277.804, 130.908, 8.338,  9.131 False
277.527, 130.912, 8.339,  9.164 False
277.249, 130.916, 8.341,  9.197 False
276.971, 130.919, 8.343,  9.230 False
276.693, 130.923, 8.344,  9.263 False
276.415, 130.925, 8.344,  9.296 False
276.137, 130.927, 8.346,  9.329 False
275.858, 130.929, 8.346,  9.362 False
275.580, 130.930, 8.347,  9.395 False
275.302, 130.932, 8.348,  9.428 False
275.024, 130.933, 8.349,  9.461 False
274.745, 130.933, 8.349,  9.494 False
274.467, 130.934, 8.349,  9.527 False
274.189, 130.934, 8.350,  9.560 False
273.911, 130.934, 8.350,  9.593 False
273.632, 130.934, 8.350,  9.626 False
273.354, 130.933, 8.350,  9.659 False
273.076, 130.931, 8.350,  9.692 False
272.797, 130.930, 8.350,  9.725 False
272.519, 130.928, 8.350,  9.758 False
272.241, 130.926, 8.351,  9.791 False
271.962, 130.924, 8.351,  9.824 False
271.684, 130.921, 8.350,  9.857 False
271.406, 130.919, 8.350,  9.890 False
271.127, 130.916, 8.350,  9.923 False
270.849, 130.913, 8.350,  9.956 False
270.571, 130.910, 8.350,  9.989 False
270.292, 130.907, 8.350, 10.022 False
270.014, 130.903, 8.349, 10.055 False
269.736, 130.900, 8.349, 10.088 False
269.458, 130.895, 8.349, 10.121 False
269.179, 130.891, 8.349, 10.154 False
268.901, 130.887, 8.349, 10.187 False
268.623, 130.883, 8.348, 10.220 False
268.345, 130.878, 8.348, 10.253 False
268.066, 130.873, 8.348, 10.286 False
267.788, 130.868, 8.348, 10.319 False
267.510, 130.863, 8.347, 10.352 False
267.232, 130.857, 8.347, 10.385 False
266.954, 130.851, 8.347, 10.418 False
266.676, 130.844, 8.346, 10.451 False
266.397, 130.838, 8.346, 10.484 False
266.119, 130.831, 8.346, 10.517 False
265.841, 130.825, 8.346, 10.550 False
265.563, 130.817, 8.345, 10.583 False
265.285, 130.810, 8.345, 10.616 False
265.007, 130.803, 8.345, 10.649 False
264.729, 130.795, 8.345, 10.682 False
264.451, 130.788, 8.345, 10.715 False
264.173, 130.780, 8.344, 10.748 False
263.895, 130.772, 8.344, 10.781 False
263.617, 130.764, 8.344, 10.814 False
263.339, 130.756, 8.344, 10.847 False
263.061, 130.747, 8.343, 10.880 False
262.783, 130.739, 8.343, 10.913 False
262.505, 130.730, 8.343, 10.946 False
262.227, 130.721, 8.343, 10.979 False
261.949, 130.712, 8.343, 11.012 False
261.671, 130.704, 8.342, 11.045 False
261.393, 130.694, 8.342, 11.078 False
261.115, 130.685, 8.342, 11.111 False
260.837, 130.674, 8.341, 11.144 False
260.560, 130.664, 8.341, 11.177 False
260.282, 130.654, 8.341, 11.210 False
260.004, 130.644, 8.341, 11.243 False
259.726, 130.634, 8.341, 11.276 False
259.448, 130.623, 8.341, 11.309 False
259.170, 130.613, 8.341, 11.342 False
258.893, 130.603, 8.340, 11.375 False
258.615, 130.592, 8.340, 11.408 False
258.337, 130.581, 8.340, 11.441 False
258.059, 130.571, 8.340, 11.474 False
257.781, 130.560, 8.340, 11.507 False
257.504, 130.549, 8.340, 11.540 False
257.226, 130.538, 8.339, 11.573 False
256.948, 130.527, 8.339, 11.606 False
256.670, 130.516, 8.339, 11.639 False
256.393, 130.504, 8.339, 11.672 False
256.115, 130.493, 8.339, 11.705 False
255.837, 130.482, 8.339, 11.738 False
255.559, 130.471, 8.338, 11.771 False
255.282, 130.459, 8.338, 11.804 False
255.004, 130.448, 8.338, 11.837 False
254.726, 130.436, 8.338, 11.870 False
254.449, 130.425, 8.338, 11.903 False
254.171, 130.413, 8.338, 11.936 False
253.893, 130.401, 8.338, 11.969 False
253.616, 130.390, 8.338, 12.002 False
253.338, 130.378, 8.338, 12.035 False
253.060, 130.366, 8.337, 12.068 False
252.783, 130.354, 8.337, 12.101 False
252.505, 130.342, 8.337, 12.134 False
252.227, 130.330, 8.337, 12.167 False
251.950, 130.318, 8.337, 12.200 False
251.672, 130.307, 8.337, 12.233 False
251.394, 130.294, 8.337, 12.266 False
251.117, 130.282, 8.337, 12.299 False
250.839, 130.269, 8.337, 12.332 False
250.562, 130.257, 8.336, 12.365 False
250.284, 130.245, 8.336, 12.398 False
250.006, 130.232, 8.336, 12.431 False
249.729, 130.220, 8.336, 12.464 False
249.451, 130.208, 8.336, 12.497 False
249.174, 130.195, 8.336, 12.530 False
248.896, 130.183, 8.336, 12.563 False
248.618, 130.171, 8.336, 12.596 False
248.341, 130.158, 8.336, 12.629 False
248.063, 130.146, 8.336, 12.662 False
247.786, 130.134, 8.336, 12.695 False
247.508, 130.121, 8.336, 12.728 False
247.230, 130.109, 8.336, 12.761 False
246.953, 130.097, 8.336, 12.794 False
246.675, 130.085, 8.335, 12.827 False
246.398, 130.072, 8.335, 12.860 False
246.120, 130.060, 8.335, 12.893 False
245.843, 130.048, 8.335, 12.926 False
245.565, 130.036, 8.335, 12.959 False
245.287, 130.024, 8.335, 12.992 False
245.010, 130.011, 8.335, 13.025 False
244.732, 129.999, 8.335, 13.058 False
244.455, 129.987, 8.335, 13.091 False
244.177, 129.975, 8.335, 13.124 False
243.900, 129.963, 8.335, 13.157 False
243.622, 129.951, 8.335, 13.190 False
243.344, 129.939, 8.335, 13.223 False
243.067, 129.927, 8.335, 13.256 False
242.789, 129.916, 8.335, 13.289 False
242.512, 129.904, 8.335, 13.322 False
242.234, 129.892, 8.335, 13.355 False
241.956, 129.880, 8.335, 13.388 False
241.679, 129.869, 8.335, 13.421 False
241.401, 129.857, 8.335, 13.454 False
241.124, 129.845, 8.334, 13.487 False
240.846, 129.834, 8.334, 13.520 False
240.569, 129.822, 8.334, 13.553 False
240.291, 129.811, 8.334, 13.586 False
240.013, 129.799, 8.334, 13.619 False
239.736, 129.788, 8.334, 13.652 False
239.458, 129.777, 8.334, 13.685 False
239.181, 129.766, 8.334, 13.718 False
238.903, 129.754, 8.334, 13.751 False
238.625, 129.744, 8.334, 13.784 False
238.348, 129.734, 8.334, 13.817 False
238.070, 129.723, 8.334, 13.850 False
237.793, 129.712, 8.334, 13.883 False
237.515, 129.702, 8.334, 13.916 False
237.237, 129.691, 8.334, 13.949 False
236.960, 129.681, 8.334, 13.982 False
236.682, 129.670, 8.334, 14.015 False
236.405, 129.660, 8.334, 14.048 False
236.127, 129.650, 8.334, 14.081 False
235.849, 129.640, 8.334, 14.114 False
235.572, 129.630, 8.334, 14.147 False
235.294, 129.620, 8.334, 14.180 False
235.017, 129.610, 8.334, 14.213 False
234.739, 129.600, 8.334, 14.246 False
234.461, 129.590, 8.334, 14.279 False
234.184, 129.580, 8.334, 14.312 False
233.906, 129.571, 8.334, 14.345 False
233.628, 129.561, 8.334, 14.378 False
233.351, 129.552, 8.334, 14.411 False
233.073, 129.542, 8.334, 14.444 False
232.796, 129.533, 8.334, 14.477 False
232.518, 129.524, 8.334, 14.510 False
232.240, 129.515, 8.334, 14.543 False
231.963, 129.506, 8.334, 14.576 False
231.685, 129.497, 8.334, 14.609 False
231.407, 129.488, 8.334, 14.642 False
231.130, 129.479, 8.334, 14.675 False
230.852, 129.470, 8.334, 14.708 False
230.574, 129.461, 8.334, 14.741 False
230.297, 129.453, 8.334, 14.774 False
230.019, 129.444, 8.334, 14.807 False
229.741, 129.436, 8.334, 14.840 False
229.464, 129.428, 8.334, 14.873 False
229.186, 129.419, 8.334, 14.906 False
228.908, 129.411, 8.333, 14.939 False
228.631, 129.403, 8.333, 14.972 False
228.353, 129.395, 8.333, 15.005 False
228.075, 129.387, 8.333, 15.038 False
227.798, 129.379, 8.333, 15.071 False
227.520, 129.372, 8.333, 15.104 False
227.242, 129.364, 8.333, 15.137 False
226.965, 129.357, 8.333, 15.170 False
226.687, 129.349, 8.333, 15.203 False
226.409, 129.342, 8.333, 15.236 False
226.132, 129.334, 8.333, 15.269 False
225.854, 129.327, 8.333, 15.302 False
225.576, 129.320, 8.333, 15.335 False
225.299, 129.313, 8.333, 15.368 False
225.021, 129.306, 8.333, 15.401 False
224.743, 129.300, 8.333, 15.434 False
224.465, 129.293, 8.333, 15.467 False
224.188, 129.287, 8.333, 15.500 False
223.910, 129.281, 8.333, 15.533 False
223.632, 129.274, 8.333, 15.566 False
223.355, 129.268, 8.333, 15.599 False
223.077, 129.262, 8.333, 15.632 False
222.799, 129.256, 8.333, 15.665 False
222.522, 129.251, 8.333, 15.698 False
222.244, 129.245, 8.333, 15.731 False
221.966, 129.240, 8.333, 15.764 False
221.688, 129.235, 8.333, 15.797 False
221.411, 129.229, 8.333, 15.830 False
221.133, 129.224, 8.333, 15.863 False
220.855, 129.219, 8.333, 15.896 False
220.577, 129.214, 8.333, 15.929 False
220.300, 129.209, 8.333, 15.962 False
220.022, 129.204, 8.333, 15.995 False
219.744, 129.199, 8.333, 16.028 False
219.466, 129.195, 8.333, 16.061 False
219.189, 129.190, 8.333, 16.094 False
218.911, 129.186, 8.333, 16.127 False
218.633, 129.181, 8.333, 16.160 False
218.355, 129.177, 8.333, 16.193 False
218.078, 129.173, 8.333, 16.226 False
217.800, 129.169, 8.333, 16.259 False
217.522, 129.165, 8.333, 16.292 False
217.245, 129.161, 8.333, 16.325 False
216.967, 129.157, 8.333, 16.358 False
216.689, 129.153, 8.333, 16.391 False
216.411, 129.149, 8.333, 16.424 False
216.134, 129.146, 8.333, 16.457 False
215.856, 129.142, 8.333, 16.490 False
215.578, 129.140, 8.333, 16.523 False
215.300, 129.137, 8.333, 16.556 False
215.023, 129.134, 8.333, 16.589 False
214.745, 129.131, 8.333, 16.622 False
214.467, 129.128, 8.333, 16.655 False
214.189, 129.125, 8.333, 16.688 False
213.912, 129.122, 8.333, 16.721 False
213.634, 129.120, 8.333, 16.754 False
213.356, 129.117, 8.333, 16.787 False
213.078, 129.115, 8.333, 16.820 False
212.800, 129.112, 8.333, 16.853 False
212.523, 129.110, 8.333, 16.886 False
212.245, 129.108, 8.333, 16.919 False
211.967, 129.106, 8.333, 16.952 False
211.689, 129.104, 8.333, 16.985 False
211.412, 129.102, 8.333, 17.018 False
211.134, 129.100, 8.333, 17.051 False
210.856, 129.098, 8.333, 17.084 False
210.578, 129.096, 8.333, 17.117 False
210.301, 129.095, 8.333, 17.150 False
210.023, 129.093, 8.333, 17.183 False
209.745, 129.092, 8.333, 17.216 False
209.467, 129.090, 8.333, 17.249 False
209.189, 129.089, 8.333, 17.282 False
208.912, 129.088, 8.333, 17.315 False
208.634, 129.087, 8.333, 17.348 False
208.356, 129.086, 8.333, 17.381 False
208.078, 129.085, 8.333, 17.414 False
207.801, 129.084, 8.333, 17.447 False
207.523, 129.083, 8.333, 17.480 False
207.245, 129.082, 8.333, 17.513 False
206.967, 129.081, 8.333, 17.546 False
206.689, 129.081, 8.333, 17.579 False
206.412, 129.081, 8.333, 17.612 False
206.134, 129.081, 8.333, 17.645 False
205.856, 129.080, 8.333, 17.678 False
205.578, 129.080, 8.333, 17.711 False
205.301, 129.080, 8.333, 17.744 False
205.023, 129.080, 8.333, 17.777 False
204.745, 129.080, 8.333, 17.810 False
204.467, 129.080, 8.333, 17.843 False
204.189, 129.081, 8.333, 17.876 False
203.912, 129.081, 8.333, 17.909 False
203.634, 129.081, 8.333, 17.942 False
203.356, 129.082, 8.333, 17.975 False
203.078, 129.083, 8.333, 18.008 False
202.801, 129.084, 8.333, 18.041 False
202.523, 129.084, 8.333, 18.074 False
202.245, 129.085, 8.333, 18.107 False
201.967, 129.086, 8.333, 18.140 False
201.689, 129.087, 8.333, 18.173 False
201.412, 129.088, 8.333, 18.206 False
201.134, 129.089, 8.333, 18.239 False
200.856, 129.090, 8.333, 18.272 False
200.578, 129.091, 8.333, 18.305 False
200.301, 129.093, 8.333, 18.338 False
200.023, 129.094, 8.333, 18.371 False
199.745, 129.095, 8.333, 18.404 False
199.467, 129.097, 8.333, 18.437 False
199.190, 129.098, 8.333, 18.470 False
198.912, 129.100, 8.333, 18.503 False
198.634, 129.101, 8.333, 18.536 False
198.356, 129.103, 8.333, 18.569 False
198.078, 129.104, 8.333, 18.602 False
197.801, 129.106, 8.333, 18.635 False
197.523, 129.108, 8.333, 18.668 False
197.245, 129.110, 8.333, 18.701 False
196.967, 129.111, 8.333, 18.734 False
196.690, 129.113, 8.333, 18.767 False
196.412, 129.115, 8.333, 18.800 False
196.134, 129.117, 8.333, 18.833 False
195.856, 129.119, 8.333, 18.866 False
195.578, 129.121, 8.333, 18.899 False
195.301, 129.124, 8.333, 18.932 False
195.023, 129.126, 8.333, 18.965 False
194.745, 129.128, 8.333, 18.998 False
194.467, 129.130, 8.333, 19.031 False
194.190, 129.132, 8.333, 19.064 False
193.912, 129.135, 8.333, 19.097 False
193.634, 129.137, 8.333, 19.130 False
193.356, 129.140, 8.333, 19.163 False
193.078, 129.142, 8.333, 19.196 False
192.801, 129.144, 8.333, 19.229 False
192.523, 129.147, 8.333, 19.262 False
192.245, 129.149, 8.333, 19.295 False
191.967, 129.152, 8.333, 19.328 False
191.690, 129.155, 8.333, 19.361 False
191.412, 129.157, 8.333, 19.394 False
191.134, 129.160, 8.333, 19.427 False
190.856, 129.163, 8.333, 19.460 False
190.579, 129.165, 8.333, 19.493 False
190.301, 129.168, 8.333, 19.526 False
190.023, 129.171, 8.333, 19.559 False
189.745, 129.174, 8.333, 19.592 False
189.468, 129.177, 8.333, 19.625 False
189.190, 129.179, 8.333, 19.658 False
188.912, 129.182, 8.333, 19.691 False
188.634, 129.185, 8.333, 19.724 False
188.357, 129.188, 8.333, 19.757 False
188.079, 129.192, 8.333, 19.790 False
187.801, 129.195, 8.333, 19.823 False
187.523, 129.198, 8.333, 19.856 False
187.246, 129.202, 8.333, 19.889 False
186.968, 129.205, 8.333, 19.922 False
186.690, 129.208, 8.333, 19.955 False
186.412, 129.212, 8.333, 19.988 False
186.135, 129.215, 8.333, 20.021 False
185.857, 129.218, 8.333, 20.054 False
185.579, 129.222, 8.333, 20.087 False
185.302, 129.225, 8.333, 20.120 False
185.024, 129.229, 8.333, 20.153 False
184.746, 129.232, 8.333, 20.186 False
184.468, 129.235, 8.333, 20.219 False
184.191, 129.239, 8.333, 20.252 False
183.913, 129.242, 8.333, 20.285 False
183.635, 129.246, 8.333, 20.318 False
183.357, 129.249, 8.333, 20.351 False
183.080, 129.253, 8.333, 20.384 False
182.802, 129.256, 8.333, 20.417 False
182.524, 129.260, 8.333, 20.450 False
182.246, 129.263, 8.333, 20.483 False
181.969, 129.267, 8.333, 20.516 False
181.691, 129.270, 8.333, 20.549 False
181.413, 129.274, 8.333, 20.582 False
181.136, 129.277, 8.333, 20.615 False
180.858, 129.281, 8.333, 20.648 False
180.580, 129.284, 8.333, 20.681 False
180.302, 129.288, 8.333, 20.714 False
180.025, 129.291, 8.333, 20.747 False
179.747, 129.295, 8.333, 20.780 False
179.469, 129.299, 8.333, 20.813 False
179.191, 129.302, 8.333, 20.846 False
178.914, 129.306, 8.333, 20.879 False
178.636, 129.309, 8.333, 20.912 False
178.358, 129.313, 8.333, 20.945 False
178.080, 129.316, 8.333, 20.978 False
177.803, 129.320, 8.333, 21.011 False
177.525, 129.323, 8.333, 21.044 False
177.247, 129.327, 8.333, 21.077 False
176.970, 129.330, 8.333, 21.110 False
176.692, 129.334, 8.333, 21.143 False
176.414, 129.337, 8.333, 21.176 False
176.136, 129.341, 8.333, 21.209 False
175.859, 129.344, 8.333, 21.242 False
175.581, 129.348, 8.333, 21.275 False
175.303, 129.351, 8.330, 21.308 False
175.026, 129.354, 8.305, 21.341 False
174.751, 129.358, 8.246, 21.374 False
174.479, 129.361, 8.157, 21.407 False
174.211, 129.364, 8.043, 21.440 False
173.947, 129.368, 7.909, 21.473 False
173.688, 129.371, 7.763, 21.506 False
173.434, 129.374, 7.605, 21.539 False
173.186, 129.377, 7.438, 21.572 False
172.943, 129.380, 7.269, 21.605 False
172.706, 129.383, 7.098, 21.638 False
172.474, 129.385, 6.931, 21.671 False
172.248, 129.388, 6.771, 21.704 False
172.027, 129.391, 6.624, 21.737 False
171.810, 129.393, 6.486, 21.770 False
171.597, 129.396, 6.360, 21.803 False
171.388, 129.398, 6.240, 21.836 False
171.183, 129.400, 6.132, 21.869 False
170.981, 129.403, 6.028, 21.902 False
170.782, 129.405, 5.937, 21.935 False
